嚴重程度,時,分,區,天候,光線,道路類別,速限,道路型態,事故位置,路面狀態,路面缺陷,障礙物,視距,號誌種類,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,車輛用途,當事者行動狀態,駕駛資格情形,飲酒情形,車輛撞擊部位最初,肇事因素個別,肇事因素主要,職業
0,17,56,北屯區,8,3,5,50,5,1,5,4,5,7,2,16,4,2,8,1,7,9,1,2,12,4,4,5
1,17,57,大雅區,8,1,5,50,4,1,5,4,5,7,4,17,6,2,8,1,7,5,6,2,12,6,6,21
0,17,59,西區,8,2,5,40,14,8,5,4,5,7,4,17,23,2,9,1,7,9,1,2,11,23,23,8
0,18,3,太平區,8,2,5,50,4,2,5,4,5,7,2,13,23,3,10,1,7,9,1,2,5,23,23,14
1,18,4,南屯區,8,2,5,50,4,1,5,4,5,7,2,16,8,2,9,3,7,5,1,2,14,8,8,22
1,18,7,太平區,8,3,5,50,3,2,5,4,5,7,4,17,19,2,8,3,7,1,1,2,14,19,19,20
0,18,8,大雅區,8,1,5,50,14,8,5,4,5,7,1,17,23,2,3,1,7,9,1,2,1,23,23,22
0,18,27,豐原區,7,3,5,50,14,9,5,4,5,7,4,17,7,3,10,1,7,8,1,2,5,7,7,21
0,18,41,大里區,8,3,5,50,4,1,5,4,5,7,1,17,42,3,10,1,7,9,1,2,12,42,42,22
0,18,44,北區,8,1,5,50,4,1,5,4,5,7,1,17,25,2,9,1,7,5,1,2,14,25,25,22
1,18,45,南屯區,8,3,5,40,14,8,5,4,5,7,4,17,23,2,8,1,7,9,1,2,11,23,23,21
1,18,47,大雅區,8,1,5,50,3,1,5,4,5,7,3,17,6,2,8,1,7,5,1,2,11,6,6,21
1,18,56,西區,8,3,5,50,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,12,23,6,4
1,19,0,北區,8,3,5,50,14,8,5,4,5,7,4,17,42,2,8,1,7,9,1,2,12,42,42,21
0,19,0,南區,8,3,5,50,14,7,5,4,5,7,4,13,23,3,10,1,7,9,1,2,1,23,23,22
0,19,3,大甲區,8,3,5,50,14,9,5,4,5,7,4,16,8,3,10,1,7,5,1,2,8,8,8,21
1,19,9,西屯區,8,2,5,50,14,9,5,4,5,7,4,12,17,3,10,1,7,9,1,2,2,17,17,21
0,19,9,大里區,8,3,5,50,14,7,5,4,5,7,3,12,10,4,11,3,7,11,1,2,13,10,10,21
1,19,13,南區,8,3,5,50,3,1,5,4,5,7,1,17,17,3,10,1,7,5,2,2,12,17,17,22
1,19,13,南屯區,8,3,5,50,14,9,5,4,5,7,4,17,16,2,9,3,7,9,1,2,11,16,16,22
1,19,21,太平區,8,3,5,50,5,2,5,4,5,7,4,16,26,2,7,3,7,5,1,2,11,26,26,20
0,19,24,龍井區,8,3,5,50,4,1,5,4,5,7,2,15,25,3,10,1,7,9,1,2,5,25,25,21
0,19,40,北屯區,8,3,5,40,14,8,5,4,5,7,4,13,16,3,10,1,7,9,1,2,11,16,16,5
1,20,0,西屯區,8,3,5,50,4,1,5,4,5,7,2,13,16,2,9,3,7,9,1,2,11,16,16,22
0,20,21,西屯區,8,3,5,50,14,9,5,4,5,7,4,16,6,3,10,1,7,6,1,2,2,6,6,21
1,20,33,北區,8,3,5,50,4,1,5,4,5,7,4,17,26,2,9,1,7,9,1,2,11,26,26,5
0,20,41,南屯區,7,3,5,50,14,9,5,3,5,7,4,18,44,2,9,1,7,9,1,2,12,44,44,22
1,20,43,南區,8,3,5,50,4,1,5,4,5,7,1,17,6,3,10,1,7,6,1,2,2,6,6,22
1,20,50,西區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,11,6,6,4
0,20,50,東區,8,3,5,50,14,7,5,4,5,7,4,16,26,2,9,1,7,11,1,2,12,26,26,22
1,21,4,南區,7,3,5,50,3,1,5,4,5,7,1,13,23,2,8,1,7,9,1,2,11,23,23,22
0,21,27,太平區,8,3,5,50,14,9,5,4,5,7,4,16,8,3,10,1,7,5,1,2,5,8,8,4
0,21,57,龍井區,8,3,5,40,14,8,5,4,5,7,4,17,23,2,9,1,7,9,1,2,12,23,23,21
0,22,1,神岡區,8,3,5,30,14,9,5,4,5,7,4,18,23,2,9,1,7,9,1,2,12,23,23,22
0,22,17,西區,8,3,5,40,3,1,5,4,5,7,4,16,23,3,10,1,7,5,1,2,5,23,23,5
1,22,30,南屯區,8,3,5,50,4,1,5,4,5,7,1,12,17,2,9,1,7,9,1,2,14,17,17,22
0,23,2,南屯區,8,3,5,50,14,9,5,4,5,7,4,23,23,2,8,1,7,9,1,1,1,23,23,22
0,23,12,沙鹿區,8,3,5,50,14,7,5,4,5,7,4,17,19,3,10,1,7,1,1,2,2,19,19,21
1,23,31,大里區,8,3,5,50,4,1,5,4,5,7,3,15,6,2,9,1,7,9,1,2,4,6,6,5
0,23,56,東區,8,3,5,50,3,1,5,4,5,7,1,16,26,3,10,1,7,6,1,2,5,26,26,22
0,0,12,后里區,8,3,5,50,3,9,5,4,5,7,4,17,13,3,10,1,7,4,3,2,2,13,13,22
0,0,52,南區,8,3,5,50,4,1,5,4,5,7,3,15,6,3,10,1,7,9,1,2,4,6,6,4
0,1,17,北屯區,8,3,5,50,3,1,5,4,5,7,4,16,6,3,10,1,7,5,1,2,4,6,6,21
0,1,26,西屯區,8,1,5,50,14,9,5,4,5,7,4,18,23,2,9,3,7,9,1,2,12,23,23,21
1,1,50,南屯區,8,3,5,50,4,1,5,4,5,7,2,12,23,3,10,1,7,9,1,11,2,23,23,22
0,5,17,南屯區,8,3,5,50,4,1,5,4,5,7,4,16,6,2,8,1,7,5,1,1,11,6,6,22
0,6,36,西區,8,1,5,50,3,1,5,4,5,7,4,16,42,2,9,1,7,5,1,2,12,42,42,5
0,7,5,太平區,8,1,5,50,14,9,5,4,5,7,4,2,12,3,10,1,7,2,1,2,13,12,12,9
0,7,5,大肚區,8,1,5,30,3,1,5,4,5,7,4,18,9,2,7,1,7,6,1,11,12,9,9,21
0,7,19,梧棲區,8,1,5,50,3,1,5,4,5,7,4,16,6,3,10,1,7,5,1,2,4,6,6,5
0,7,39,北屯區,8,1,5,80,10,9,5,4,5,7,4,13,16,3,10,1,7,9,1,2,1,16,16,22
0,7,42,西區,8,1,5,50,14,9,5,4,5,7,4,12,7,3,10,1,7,11,1,2,11,7,7,5
0,7,43,南屯區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,12,6,6,22
1,7,53,西屯區,8,1,5,50,14,9,5,4,5,7,4,16,8,2,9,1,7,5,1,2,14,8,8,21
0,8,14,西區,8,1,5,50,4,1,5,4,5,7,4,15,6,3,10,1,7,9,1,2,11,6,6,5
0,8,15,烏日區,8,1,5,50,4,1,5,4,5,7,4,16,6,3,10,1,7,6,1,2,5,6,6,21
0,8,16,大雅區,8,1,5,50,3,1,5,4,5,7,4,17,4,2,8,1,7,9,1,2,14,4,4,21
0,8,27,潭子區,8,1,5,30,4,1,5,4,5,7,3,15,6,2,9,1,7,9,8,2,16,6,6,22
0,8,30,外埔區,8,1,5,30,3,1,5,4,5,7,4,16,6,3,10,1,7,5,1,2,1,6,6,21
1,8,39,南區,8,1,5,40,14,8,5,4,5,7,4,13,23,2,9,1,7,9,1,2,11,23,23,19
0,8,39,沙鹿區,8,1,5,40,3,1,5,4,5,7,4,17,4,3,10,1,7,1,1,2,13,4,4,5
0,8,41,南區,8,1,5,50,3,2,5,4,5,7,1,12,23,3,10,1,7,9,1,2,11,23,23,5
0,8,47,西屯區,8,1,5,50,4,1,5,4,5,7,4,17,43,2,9,3,7,9,1,2,11,43,43,22
1,8,47,龍井區,8,1,5,30,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,12,6,6,21
1,8,48,沙鹿區,8,1,5,70,4,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,3,6,6,9
0,8,55,南屯區,8,1,5,40,14,8,5,4,5,7,4,13,23,3,10,1,7,9,1,4,1,23,23,22
0,9,5,大里區,8,1,5,50,3,2,5,4,5,7,4,26,42,2,9,1,7,9,3,2,11,42,42,21
1,9,10,沙鹿區,8,1,5,40,14,8,5,4,5,7,4,17,42,2,9,1,7,9,1,2,14,42,42,19
0,9,15,西區,8,1,5,50,3,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,5,6,6,21
1,9,17,北區,8,1,5,50,4,2,5,4,5,7,1,16,6,2,9,1,7,5,1,2,14,6,6,21
0,9,20,東區,8,1,5,50,4,1,5,4,5,7,1,16,43,2,9,1,7,6,1,2,14,43,43,22
0,9,20,清水區,8,1,5,50,14,9,5,4,5,7,4,12,23,3,10,1,7,9,1,2,6,23,23,9
0,9,29,西屯區,8,1,5,50,14,9,5,4,5,7,4,13,16,2,9,1,7,9,1,2,14,16,16,21
1,9,40,南屯區,8,1,5,50,4,1,5,4,5,7,1,16,6,3,10,3,7,6,1,2,2,6,6,12
0,9,40,北屯區,8,1,5,50,3,1,5,4,5,7,1,18,23,2,9,3,7,9,1,2,15,23,23,21
0,9,44,清水區,8,1,5,50,5,7,5,4,5,7,1,13,23,3,10,1,7,9,1,2,1,23,23,5
0,9,50,大里區,8,1,5,50,4,1,5,4,5,7,1,12,6,3,10,1,7,6,1,2,6,6,6,9
1,9,55,東區,8,1,5,50,4,2,5,4,5,7,2,17,7,2,8,1,7,7,6,2,14,7,7,5
1,10,2,西區,8,1,5,50,14,9,5,4,4,7,4,13,23,2,8,1,7,9,1,2,11,23,23,21
0,10,12,南屯區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,14,6,6,21
1,10,13,大雅區,8,1,5,30,4,2,5,4,5,7,1,17,23,2,9,1,7,9,1,2,11,23,23,22
1,10,36,梧棲區,8,1,5,40,14,8,5,4,5,7,4,16,6,3,10,1,7,6,1,2,5,6,6,5
0,10,40,清水區,8,1,5,50,3,1,5,4,5,7,4,16,10,3,10,1,7,11,1,2,6,10,10,5
0,10,42,太平區,8,1,5,50,14,9,5,4,5,7,4,13,16,2,8,3,7,9,1,2,13,16,16,5
1,11,2,南區,8,1,5,50,4,2,5,4,5,7,4,16,6,2,9,1,7,5,1,2,11,6,6,5
0,11,12,西屯區,8,1,5,40,14,8,5,4,5,7,4,17,40,3,10,1,7,14,1,2,2,40,40,21
0,11,12,豐原區,8,1,5,50,14,13,5,4,5,7,4,17,23,2,9,3,7,9,1,2,12,23,23,22
1,11,15,大里區,8,1,5,50,14,9,5,4,5,7,4,2,23,2,9,1,7,9,8,2,16,23,23,21
0,11,15,大里區,8,1,5,50,3,1,5,4,5,7,4,16,6,3,10,1,7,5,1,2,6,6,6,21
1,11,18,南區,8,1,5,50,14,9,5,4,3,7,4,12,40,3,10,1,7,13,1,2,4,40,40,4
0,11,21,北屯區,8,1,5,50,3,2,5,4,5,7,4,17,7,2,9,3,7,7,1,2,14,7,7,21
0,11,24,清水區,8,1,5,70,3,8,5,4,5,7,4,12,9,3,10,1,7,6,1,2,5,9,9,20
0,11,27,大雅區,8,1,5,50,3,1,5,4,5,7,3,17,23,3,10,1,7,6,1,2,11,23,23,22
0,11,42,西屯區,8,1,5,40,3,1,5,4,5,7,1,12,26,3,10,3,7,6,1,2,5,26,26,22
0,11,43,沙鹿區,8,1,5,50,3,1,5,4,5,7,1,16,1,2,8,1,7,9,1,2,12,1,1,20
0,12,9,東區,8,1,5,50,4,1,5,4,5,7,1,12,23,3,10,1,7,5,1,2,4,8,23,4
0,12,12,南屯區,8,1,5,50,3,1,5,4,5,7,4,16,6,2,9,1,7,5,1,2,14,6,6,22
0,12,21,龍井區,8,1,5,50,4,1,5,4,5,7,4,16,6,3,10,1,7,5,1,2,1,6,6,21
1,12,30,龍井區,8,1,5,30,3,1,5,4,5,7,4,17,6,3,10,1,7,5,3,2,5,6,6,22
0,12,38,霧峰區,8,1,5,50,4,1,5,4,5,7,1,11,6,2,9,1,7,5,1,2,13,6,6,18
1,12,38,豐原區,8,1,5,50,14,7,5,4,5,7,1,16,7,2,8,4,7,7,8,2,16,7,7,15
0,12,40,北屯區,8,1,5,50,3,1,5,4,5,7,1,16,25,3,10,1,7,9,3,2,8,25,25,21
0,12,42,龍井區,8,1,5,30,4,1,5,4,5,7,4,17,6,3,10,3,7,9,1,2,4,23,6,22
1,12,53,豐原區,8,1,5,50,14,7,5,4,5,7,4,16,44,3,10,3,7,6,1,2,7,44,44,22
0,13,0,沙鹿區,8,1,5,50,3,1,5,4,5,7,4,17,19,3,10,1,7,1,1,2,8,19,19,21
0,13,9,北屯區,8,1,5,40,4,1,5,4,5,7,2,15,25,3,10,3,7,9,1,2,6,25,25,21
0,13,11,北屯區,8,1,5,30,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,12,6,6,22
0,13,11,太平區,8,1,5,40,14,7,5,4,5,7,4,17,19,3,10,3,7,1,1,2,14,19,19,3
1,13,24,豐原區,8,1,5,50,4,1,5,4,5,7,1,17,6,2,8,1,7,5,1,2,12,6,6,21
0,13,34,北區,8,1,5,50,5,1,5,4,5,7,1,16,26,3,10,1,7,6,1,2,12,26,26,22
1,13,45,沙鹿區,8,1,5,50,3,1,5,4,5,7,4,17,6,2,8,1,7,5,1,2,11,6,6,19
0,13,47,南屯區,8,1,5,50,4,1,5,4,5,7,4,16,6,3,10,1,7,5,1,2,14,6,6,21
0,13,50,梧棲區,8,1,5,50,4,1,5,4,5,7,4,17,42,2,9,1,7,12,1,2,15,42,42,22
0,13,56,霧峰區,8,1,5,50,3,1,5,4,5,7,4,16,6,2,8,1,7,9,1,2,11,6,6,18
0,13,57,北區,8,1,5,50,14,8,5,4,5,7,4,18,43,2,9,1,7,9,1,2,12,43,43,21
1,14,0,西屯區,8,1,5,30,3,2,5,4,5,7,4,16,6,2,7,1,7,5,1,2,11,6,6,21
0,14,10,北區,8,1,5,50,14,9,5,4,5,7,4,13,16,2,7,1,7,9,1,2,11,16,16,20
0,14,11,北屯區,8,1,5,50,4,1,5,4,5,7,2,15,25,3,10,1,7,9,1,2,2,25,25,21
0,14,16,西屯區,8,1,5,50,3,1,5,4,5,7,3,16,26,3,10,3,7,5,1,2,15,26,26,22
0,14,26,外埔區,8,1,5,40,14,12,5,4,5,7,4,13,38,3,10,1,7,14,1,2,15,38,38,22
0,14,30,大甲區,8,1,5,50,4,1,5,4,5,7,1,3,23,3,10,1,7,9,1,2,5,23,23,4
0,14,33,西屯區,8,1,5,50,14,9,5,4,5,7,4,17,23,2,9,1,7,9,2,2,11,23,23,21
0,14,40,東區,8,1,5,50,14,9,5,4,5,7,4,16,19,3,10,1,7,1,1,2,8,19,19,5
0,14,45,西屯區,8,1,5,35,4,1,5,4,5,7,4,18,42,2,8,1,7,5,1,2,14,42,42,21
0,14,50,龍井區,8,1,5,70,4,1,5,4,5,7,2,17,26,3,10,1,7,6,1,2,2,26,26,10
0,14,57,南屯區,8,1,5,50,4,1,5,3,5,7,1,18,23,2,9,1,7,9,1,2,14,23,23,22
0,14,58,大里區,8,1,5,40,11,9,5,4,5,7,4,16,26,3,10,3,7,9,1,2,4,26,26,3
1,15,4,東區,8,1,5,50,4,1,5,4,5,7,2,13,16,2,9,1,7,9,1,2,11,16,16,5
0,15,10,北屯區,8,1,5,50,14,9,5,4,5,7,4,17,6,3,10,1,7,8,1,2,2,6,6,4
1,15,30,清水區,8,1,5,70,3,1,5,4,5,7,1,16,6,3,10,1,7,6,1,2,5,6,6,22
0,15,53,豐原區,8,1,5,50,14,9,5,4,5,7,4,17,42,2,9,1,7,11,1,2,12,42,42,22
0,15,56,豐原區,8,1,5,50,3,1,5,4,5,7,1,16,6,3,10,1,7,9,1,2,1,23,6,22
0,16,2,西區,8,1,5,50,4,1,5,4,5,7,2,16,6,3,10,1,7,5,1,2,6,6,6,5
0,16,5,南區,8,1,5,50,14,7,5,4,5,7,4,13,23,3,10,1,7,9,1,2,1,23,23,22
0,16,14,大雅區,8,1,5,30,4,1,5,4,5,7,4,17,6,3,10,1,7,5,1,2,8,6,6,21
0,16,22,北屯區,8,1,5,50,14,9,5,4,5,7,4,18,42,2,9,1,7,12,1,2,14,42,42,19
0,16,28,北屯區,8,1,5,50,4,1,5,4,5,7,1,9,23,3,10,1,7,9,1,2,15,23,23,10
0,16,50,北區,8,1,5,40,14,8,5,4,5,7,4,16,26,3,10,1,7,11,1,2,15,26,26,22
0,16,50,大里區,7,1,5,50,14,9,4,4,5,7,4,18,42,2,9,1,7,9,1,2,15,42,42,21
0,16,51,北屯區,8,1,5,50,4,1,5,4,5,7,2,18,23,2,8,1,7,9,1,2,14,23,23,21
0,16,56,西屯區,8,2,5,40,3,1,5,4,5,7,2,12,44,3,10,1,7,6,1,2,2,44,44,21
0,17,1,大雅區,8,1,5,50,4,1,5,4,5,7,1,17,40,3,10,1,7,15,1,2,2,40,40,21
0,17,2,南屯區,8,1,5,50,5,1,5,4,5,7,2,12,7,3,10,1,7,7,1,2,7,7,7,22
0,17,3,南屯區,8,1,5,50,4,1,5,4,5,7,1,16,6,3,10,3,7,6,1,2,5,6,6,22
1,17,4,豐原區,8,1,5,30,5,9,4,4,5,7,4,16,42,2,9,3,7,6,8,2,16,42,42,22
0,17,34,西屯區,8,1,5,50,3,2,5,4,5,7,4,2,19,3,10,1,7,1,1,2,5,19,19,22
0,17,50,東區,8,1,5,50,4,1,5,4,5,7,1,17,44,3,10,1,7,9,1,2,15,44,44,22
0,17,57,西屯區,8,2,5,50,4,1,5,4,5,7,2,12,6,3,10,1,7,6,1,2,5,6,6,21
1,18,1,北屯區,8,2,5,50,4,4,5,4,5,7,1,13,16,2,9,1,7,9,6,2,11,16,16,9
0,18,23,西屯區,8,1,5,50,14,7,5,4,5,7,4,16,10,3,10,1,7,11,1,2,8,10,10,22
1,18,24,大雅區,8,2,5,50,3,12,5,4,5,7,4,16,6,2,9,1,7,5,1,2,13,6,6,22
0,18,25,西屯區,8,2,5,50,4,1,5,4,5,7,2,16,6,3,10,1,7,6,1,2,2,6,6,21
0,18,27,大甲區,8,2,5,50,4,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,8,6,6,22
0,18,38,太平區,8,3,5,50,3,1,5,4,5,7,4,16,4,2,7,1,7,9,1,2,12,4,4,5
1,18,40,北屯區,8,3,5,50,14,9,5,4,5,7,4,3,51,2,9,4,8,16,8,10,16,51,51,22
0,18,45,大甲區,8,3,5,50,3,1,5,4,5,7,3,16,6,3,10,1,7,5,1,2,1,6,6,22
0,18,52,大甲區,8,3,6,50,3,2,5,4,5,7,4,15,23,3,10,1,7,5,1,2,5,23,23,21
0,19,4,梧棲區,8,3,5,70,4,1,5,4,5,7,1,12,7,3,10,1,7,8,1,2,5,7,7,21
0,19,5,太平區,8,3,5,50,3,2,5,4,5,7,4,18,42,2,7,1,7,9,1,2,11,42,42,18
0,19,7,西屯區,8,4,5,30,14,9,5,4,5,7,1,17,42,2,7,1,7,15,6,1,8,42,42,21
1,19,18,中區,8,3,5,50,4,1,5,4,5,7,1,16,6,2,9,3,7,5,1,2,14,6,6,21
1,19,19,豐原區,8,3,5,50,3,2,5,4,5,7,4,16,26,2,9,3,7,5,4,2,12,26,26,22
1,19,20,大雅區,8,4,5,50,4,1,5,4,5,7,1,16,6,2,9,1,7,5,8,2,16,6,6,22
0,19,23,大甲區,8,3,5,50,14,9,5,4,5,7,4,3,51,2,9,4,8,16,8,10,16,51,51,22
0,19,36,梧棲區,8,3,5,50,4,1,4,4,5,7,4,8,23,3,10,1,7,5,1,2,1,23,23,21
0,19,50,沙鹿區,8,3,5,60,4,1,5,4,5,7,1,13,23,3,10,1,7,9,1,2,3,44,23,21
0,19,58,西屯區,8,3,5,50,14,9,5,4,5,7,4,3,51,2,9,4,8,16,8,10,16,51,51,22
0,20,5,南區,8,3,5,50,11,9,5,4,5,7,4,13,23,3,10,1,7,9,1,2,1,23,23,22
0,20,15,北區,8,3,5,50,4,1,5,4,5,7,4,18,23,2,9,1,7,9,1,8,12,23,23,22
1,20,15,沙鹿區,8,3,5,50,4,2,5,4,5,7,2,18,42,2,9,1,7,9,1,2,12,42,42,18
0,20,19,南區,8,3,5,50,4,18,5,4,5,7,2,3,15,3,10,1,7,6,6,9,2,15,15,21
0,20,30,大雅區,8,1,5,50,14,9,5,4,5,7,4,16,26,3,10,1,7,11,1,2,6,26,26,22
1,20,35,西區,8,3,5,50,4,7,5,4,5,7,2,17,6,2,7,1,7,11,1,2,12,6,6,5
0,20,43,大雅區,8,3,5,40,14,8,5,4,5,7,4,17,16,3,10,1,7,6,4,2,13,44,16,21
0,20,49,梧棲區,8,3,5,30,3,9,5,3,5,7,4,15,6,3,10,1,7,9,1,2,8,6,6,21
1,21,0,西屯區,8,3,5,50,14,9,5,4,5,7,4,12,7,3,10,1,7,8,1,2,2,7,7,12
0,21,3,梧棲區,8,3,5,50,14,9,5,4,5,7,4,17,42,3,10,1,7,9,1,2,11,42,42,21
1,21,12,烏日區,8,3,5,50,5,1,5,4,5,7,1,5,23,2,1,4,8,17,8,10,16,60,23,20
0,21,25,西屯區,8,4,5,50,3,2,5,4,5,7,4,12,6,3,10,1,7,6,1,2,5,6,6,21
1,22,9,豐原區,8,1,5,50,4,1,5,4,5,7,1,17,6,2,9,1,7,5,2,2,14,6,6,22
0,22,20,西屯區,8,3,5,50,14,7,5,4,5,7,4,13,43,3,10,1,7,9,1,2,1,43,43,21
0,22,40,沙鹿區,8,3,5,50,3,1,5,4,5,7,1,16,6,3,10,1,7,5,1,2,1,6,6,20
1,23,46,潭子區,8,3,5,50,4,1,5,4,5,7,3,15,6,2,9,1,7,9,8,5,16,6,6,22
0,23,52,大雅區,8,4,5,50,14,8,5,4,5,7,4,26,23,2,9,1,7,9,1,2,11,23,23,22
0,0,11,西區,8,3,5,50,14,8,5,4,5,7,4,18,42,2,9,1,7,9,1,2,14,42,42,5
0,0,17,西屯區,7,3,5,50,4,9,5,4,5,7,1,13,23,3,10,1,7,9,1,2,1,23,23,22
1,0,49,豐原區,8,3,5,30,14,9,5,4,5,7,4,16,42,2,9,3,7,5,1,2,12,42,42,22
1,5,16,清水區,8,3,5,50,3,1,5,4,5,7,3,11,4,2,9,2,7,11,8,2,16,4,4,20
1,6,2,大甲區,8,1,5,50,4,1,5,4,5,7,4,16,8,2,8,1,7,5,1,2,14,8,8,20
1,7,19,中區,8,1,5,50,5,2,5,4,5,7,1,17,25,2,9,1,7,15,1,2,14,25,25,5
0,7,41,大里區,8,1,5,60,4,1,5,4,5,7,1,16,6,3,10,1,7,6,1,2,2,6,6,21
0,7,58,大雅區,8,1,5,50,3,2,5,4,5,7,1,17,26,2,8,1,7,11,1,2,12,26,26,21
0,8,34,大甲區,8,1,5,50,4,1,5,4,5,7,3,12,16,3,10,1,7,9,1,2,5,16,16,21
1,9,0,南屯區,8,1,5,50,14,7,5,4,5,7,4,13,16,2,1,1,7,9,1,2,1,16,16,5
0,9,14,西區,8,1,5,40,4,1,5,4,5,7,1,12,42,3,10,1,7,15,1,2,12,42,42,5
1,9,14,大里區,8,1,5,50,3,1,5,4,5,7,4,17,42,3,10,3,7,9,1,2,2,42,42,21
1,9,19,大雅區,8,1,5,50,3,1,5,4,5,7,4,26,23,2,9,1,7,9,1,2,11,23,23,22
0,9,30,大甲區,8,1,5,60,14,9,5,4,5,7,4,17,23,2,7,4,7,9,8,2,16,23,23,21
0,9,30,石岡區,8,1,5,50,14,9,5,4,5,7,4,16,23,3,10,1,7,9,1,2,2,23,23,22
0,9,31,后里區,8,1,5,30,14,9,5,4,5,7,4,17,19,3,10,1,7,1,1,2,8,19,19,22
1,9,52,西屯區,8,1,5,50,4,1,5,4,5,7,1,13,23,2,9,1,7,9,1,2,11,23,23,21
0,10,0,神岡區,8,1,5,50,14,9,5,4,5,7,4,17,40,3,10,1,7,13,1,2,4,40,40,12
0,10,10,豐原區,8,1,5,50,4,1,5,4,5,7,1,9,23,4,11,1,7,9,1,2,15,23,23,22
0,10,16,南屯區,8,1,5,50,4,1,5,4,5,7,4,17,4,2,9,1,7,9,8,1,16,4,4,22
0,10,38,大甲區,8,1,5,50,4,1,5,4,5,7,4,16,8,3,10,1,7,5,1,2,12,8,8,21
0,10,45,清水區,8,1,5,50,3,1,5,4,5,7,1,16,6,2,9,3,7,9,8,2,16,23,6,21
0,11,6,太平區,8,1,5,50,14,9,5,4,5,7,4,16,19,3,10,1,7,1,1,2,5,19,19,20
1,11,8,大里區,8,1,5,50,4,1,5,4,5,7,1,16,25,2,9,1,7,9,4,2,11,25,25,3
0,11,10,大里區,8,1,5,50,4,1,5,4,5,7,1,16,23,2,9,1,7,9,1,2,14,23,23,12
0,11,25,大里區,8,1,5,30,3,1,5,4,5,7,4,16,42,3,10,1,7,6,1,2,1,42,42,21
0,11,34,東區,8,1,5,50,4,2,5,4,5,7,2,16,6,3,10,1,7,6,1,2,5,6,6,5
0,11,37,太平區,8,1,5,50,14,9,5,4,5,7,4,16,6,3,10,3,7,11,1,2,5,6,6,4
0,11,42,西屯區,8,1,5,50,14,7,5,4,5,7,4,16,9,3,10,1,7,6,1,2,12,9,9,21
0,11,47,后里區,8,1,5,50,14,9,5,4,5,7,4,17,42,3,10,1,7,15,1,2,15,42,42,22
0,12,13,龍井區,8,1,5,50,3,1,5,4,5,7,4,17,16,2,9,1,7,9,1,2,14,16,16,21
0,12,15,西區,8,1,5,50,14,9,5,4,5,7,4,18,23,2,9,1,7,9,1,2,12,23,23,21
0,12,20,霧峰區,8,1,5,50,3,1,5,4,5,7,1,16,6,3,10,1,7,6,1,2,6,6,6,12
0,12,26,西區,8,1,5,50,4,1,5,4,5,7,1,3,26,3,10,1,7,9,1,2,11,26,26,5
0,12,42,東區,8,1,5,50,14,9,5,4,5,7,4,16,19,3,10,1,7,1,1,2,4,19,19,5
0,12,45,清水區,8,1,5,30,14,9,5,4,5,7,4,16,19,2,8,1,7,1,1,2,11,19,19,5
0,12,54,北屯區,8,1,5,50,5,1,5,4,5,7,1,12,17,3,10,1,7,9,1,2,12,17,17,22
1,13,3,東區,8,1,5,30,4,1,5,4,5,7,4,15,6,2,9,1,7,9,4,2,11,6,6,22
0,13,25,南區,8,1,5,5,4,2,5,4,5,7,1,12,9,3,10,1,7,6,1,2,2,9,9,5
1,13,26,潭子區,8,1,5,60,14,8,5,4,5,7,4,16,7,3,10,1,7,8,1,2,5,7,7,21
0,13,30,西區,8,1,5,50,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,11,6,6,5
0,13,32,南屯區,8,1,5,50,3,1,5,4,5,7,4,17,23,2,9,1,7,6,1,2,12,23,23,22
0,13,46,北區,8,1,5,50,4,2,5,4,5,7,2,12,10,3,10,1,7,11,1,2,8,10,10,19
1,13,51,南屯區,8,1,5,50,5,9,5,4,5,7,4,17,19,2,9,1,7,1,1,2,14,19,19,22
0,14,19,北區,8,1,5,50,14,9,5,4,5,7,4,13,23,3,10,1,7,9,1,2,8,23,23,21
0,14,20,大雅區,8,1,5,50,5,1,5,4,5,7,1,17,43,2,9,1,7,9,1,2,13,43,43,22
0,14,20,南屯區,8,1,5,50,14,9,5,4,5,7,4,13,23,2,8,3,7,9,1,2,5,23,23,22
1,14,40,清水區,8,1,5,30,4,1,5,4,5,7,4,15,6,2,9,1,7,9,1,2,13,6,6,5
0,14,48,潭子區,8,1,5,40,3,1,5,4,5,7,3,16,6,2,9,1,7,5,1,2,14,25,6,22
0,14,57,西區,8,1,5,50,3,1,5,4,5,7,4,16,6,2,9,1,7,5,1,2,11,6,6,5
0,15,7,東勢區,8,1,5,60,14,22,5,4,5,7,1,16,9,3,10,1,7,6,6,5,2,9,9,5
1,15,7,豐原區,8,1,5,50,5,9,5,4,5,7,4,16,6,3,10,3,7,6,1,2,8,6,6,4
